depth,from,to,call_type,function,gas_allocated,gas_used,gas_remaining,tx_gas_price,block_base_fee
0,0x4cda576c868c76680bb9dbc3d20d8e17c76afe40,0xbe535a82f2c3895bdaceb3ffe6b9b80ac2f832a0,call,SecurityUpdate,14178,11680,2498,1000105,90
1,0xbe535a82f2c3895bdaceb3ffe6b9b80ac2f832a0,0x4276bf06aebd8a1f3d89a1fd5bf84bfa1b7d03ce,call,Unresolved_None,2300,0,2300,1000105,90
