depth,from,to,call_type,function,gas_allocated,gas_used,gas_remaining,tx_gas_price,block_base_fee
0,0xda896d89bd1c3e6f8d0f2508f14a1cd42c68a270,0xbe535a82f2c3895bdaceb3ffe6b9b80ac2f832a0,call,SecurityUpdate,31799,11680,20119,1200008,8
1,0xbe535a82f2c3895bdaceb3ffe6b9b80ac2f832a0,0x4276bf06aebd8a1f3d89a1fd5bf84bfa1b7d03ce,call,Unresolved_None,2300,0,2300,1200008,8
