token_address,name,symbol,from,to,value_normalized
ETH,Ether,ETH,0x66Db3E5a57aB9771E21Ae256e466b1Cf02091786,0xc75269B342c1b7f4cBB82E80a7986878Ac0F545b,1.3524858124442225
