depth,from,to,call_type,function,gas_allocated,gas_used,gas_remaining,tx_gas_price,block_base_fee
0,0x66db3e5a57ab9771e21ae256e466b1cf02091786,0xc75269b342c1b7f4cbb82e80a7986878ac0f545b,call,Unresolved_None,1000,0,1000,3994476045,3173031508
