depth,from,to,call_type,function,gas_allocated,gas_used,gas_remaining,tx_gas_price,block_base_fee
0,0xddb51122d8c85fc9b235cf035564d47427c5dbb0,0xdff38933cc5f46aae55cc1d9d454492ae96c5cba,call,execTransaction,21871,5975,15896,1200025,25
